vehicleId,duration_sec,distance_km,avg_speed,max_speed,speed_std,mean_accel,max_accel,accel_std,count_hard_brakes,harsh_accel_count,idling_time,stop_count,day_of_week,hour_of_day
MAT505159LAJ02219,0.0,1.6601734981481483e-09,8.38107761231884,29.876559000000004,9.370178596851675,-20919410.111096296,514854541.6666667,231336407.9493534,10.0,12.0,2e-07,6.0,3.0,0.0
MAT505159LAP03655,0.0,3.421682587093153e-09,21.35241722299923,47.821874,15.732706635229961,-66087402.34628473,802842972.2222222,371248036.82484925,12.0,12.0,1.4e-07,3.0,3.0,0.0
MAT505159M5B01469,1e-06,3.2637221541867083e-09,13.50404193966811,33.132028000000005,8.861967070621121,12014681.992678097,516478518.51851857,219555416.82028687,21.0,26.0,7.1e-07,4.0,3.0,0.0
MAT505159M5F07242,2e-06,2.1932931388888885e-10,0.6326559333333333,7.7187459999999986,2.0126742564742224,-12864576.666666662,21440961.11111111,44475354.37506055,2.0,1.0,1.9699999999999998e-06,1.0,3.0,0.0
MAT505159M5F07244,0.0,2.4012256388888884e-09,17.18359,18.87109,1.9435389756832757,574269.1925642116,3651819.9233716475,2834389.0052294424,1.0,1.0,0.0,0.0,3.0,0.0
MAT505159M5F07249,0.0,1.322066497113997e-10,0.7517239332096474,3.031245714285714,1.275572592266742,-11643953.583453583,56127626.26262626,46204625.383119695,2.0,2.0,4e-08,2.0,3.0,0.0
MAT505159M5F07821,0.0,6.77202576388889e-11,11.661152768518518,21.588279,9.44310392275706,-72343998.19958846,305114262.34567904,418348218.89266807,1.0,1.0,0.0,0.0,3.0,0.0
MAT505159M5G08833,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349999999999999e-06,0.0,3.0,0.0
MAT505159M5G08834,1e-06,5.019842393916269e-10,3.097113096030407,15.765625,4.4541111493437935,-971354.2540500169,437934027.77777773,156019539.62705877,11.0,13.0,7.799999999999999e-07,6.0,3.0,0.0
MAT505159M8A01542,1e-06,2.3189934082301182e-09,8.048457661205653,32.732809,10.419740100084224,-29170031.438790455,505078111.1111112,200713109.0070099,10.0,14.0,8.599999999999999e-07,4.0,3.0,0.0
